LineCode,LineText,OriginalText,Comment,Speaker,StoryNode
line:11199c,какое?,ok?,,Player,VolleyballGameMain
line:c56917,НИКАКИХ ЛОДОК НА КОРТЕ!,NO BOATS ON COURT!,,Original,VolleyballGameMain
line:87ce07,убери эту штуку отсюда!,get that thing outta here!,,Original,VolleyballGameMain
line:a07a76,ну,well,,Player,FishBuyerStart
line:8fa496,вообще я хотела спросить о другом...,i actually wanted to ask\nyou about something else...,,Player,FishBuyerStart
line:d5c01f,{{Transition}},{{Transition}},,Player,AuntDynamic
line:b2a142,мы катались на лодке и прыгнули с трамплина!!,i drove a boat off a ramp!!,,Player,AuntDynamic
line:eb16f6,вы... ЧТО?,you WHAT?,,Original,AuntDynamic
line:57cf5f,прыгнули с трамплина!,i drove a boat off a ramp!,,Player,AuntDynamic
line:a2e608,"понятно, но",yes but,,Original,AuntDynamic
line:4f5037,ну,well,,Original,AuntDynamic
line:61048d,звучит не очень безопасно,that doesn't sound safe,,Original,AuntDynamic
line:ec0fb9,так это и не безопасно!,it definitely wasn't!,,Player,AuntDynamic
line:cbf1c5,КЛЭР!!,CLAIRE!!,,Original,UsedVehicleInRace
line:47b664,ты СЕРЬЁЗНО?!,are you SERIOUS!?,,Original,UsedVehicleInRace
line:aa5358,взять и проплыть полдороги на лодке?,incorporating a motorboat\ninto your route...,,Original,UsedVehicleInRace
line:8e613b,это же мировой уровень!,now THAT's a level 2\nplay right there!,,Original,UsedVehicleInRace
line:0aa571,"ха, спасибо!","ha, thanks!",,Player,UsedVehicleInRace
line:1491a8,"я боялась, это считается за жульничество!",i was worried it might\ncount as cheating!,,Player,UsedVehicleInRace
line:a12381,жульничество?!,cheating!?,,Original,UsedVehicleInRace
line:112b26,с чего ты взяла?!,i hadn't even\nthought of THAT!,,Original,UsedVehicleInRace
line:ea9ec6,хм,hmm,,Original,UsedVehicleInRace
line:40d4b1,загляну-ка я в правила...,maybe i'd better check the\nofficial parkour handbook...,,Original,UsedVehicleInRace
line:cc39c9,на всякий случай!,just in case!,,Original,UsedVehicleInRace
line:c8f95a,хмммммм,hmmmmmm,,Original,UsedVehicleInRace
line:8fffed,вот!,aha!,,Original,UsedVehicleInRace
line:fab3d5,раздел 6.4...,section 6.4...,,Original,UsedVehicleInRace
line:e08d40,«Об использовании транспорта\nв соревнованиях по паркуру»,"""Regarding The Use Of\nVehicles During Parkour Races""",,Original,UsedVehicleInRace
line:4f6498,...,...,,Original,UsedVehicleInRace
line:179581,хм,hmm,,Original,UsedVehicleInRace
line:da9a01,вот беда,aw darn,,Original,UsedVehicleInRace
line:c34403,"«Эксплуатация моторизированного т/с\nзапрещена при проведении ЛЮБОГО\nсоревнования по паркуру,\nсоответствующего правилам»","""Motorized vehicle operation is\nforbidden during ANY regulation\ncompliant parkour race...""",,Original,UsedVehicleInRace
line:66255b,"«...возможны исключения для электровелосипедов,\nсм. раздел 8.3»","""...exceptions for e-bikes can\napply, see section 8.3""",,Original,UsedVehicleInRace
line:387257,ладно,well,,Original,UsedVehicleInRace
line:852f84,видимо это всё-таки жульничество!,it sounds like it might\nbe cheating after all!,,Original,UsedVehicleInRace
line:5a580c,прости!,sorry!,,Original,UsedVehicleInRace
line:69cc47,"ничё, я сама виновата","nah, my bad!",,Player,UsedVehicleInRace
line:55d6ed,"если бы я могла, я бы\nразрешила лодки!","if it was up to me,\ni'd allow the motorboat!",,Original,UsedVehicleInRace
line:2b40d2,но правила есть правила!,but we gotta follow regulation!,,Original,UsedVehicleInRace
line:34e175,упс!,oops!,,Player,UsedVehicleInRace
line:15deec,забыла,i forgot,,Player,UsedVehicleInRace
line:2ee729,ыээ...,ugh...,,Original,KidDeerStart
line:a71e28,эээЫЫЫЫЫЭААААА...,uuuUGGHHHHHH...,,Original,KidDeerStart
line:e8cad6,эм,um,,Player,KidDeerStart
line:ba0be1,всё хорошо?,are you ok?,,Player,KidDeerStart
line:906e6c,нет...,no...,,Original,KidDeerStart
line:43ca47,всё плохо!,i'm not!,,Original,KidDeerStart
line:465c91,Я УМИРАЮ!!!,I'M DYING!!!,,Original,KidDeerStart
line:5d9ab3,?!,!?,,Player,KidDeerStart
line:27f266,...ОТ СКУКИ!!,...OF BOREDOM!!,,Original,KidDeerStart
line:afdb39,оу,oh,,Player,KidDeerStart
line:dc1d7a,*кхе-кхе*,*cough cough*,,Original,KidDeerStart
line:5bd58a,это трагедия,this is a very\nserious problem,,Original,KidDeerStart
line:822153,,is there...,,Player,KidDeerStart
line:016e51,я могу чем-то помочь?,anything i can do?,,Player,KidDeerStart
line:267ad6,я хотела всего лишь покататься на лодке,all i wanted to do was ride the boat,,Original,KidDeerStart
line:849465,но нееееет,but noooooo,,Original,KidDeerStart
line:bb943d,«тебе нельзя»,"""you're not allowed""",,Original,KidDeerStart
line:d7811b,«вот когда вырастешь...»,"""you have to wait\nuntil you're older""",,Original,KidDeerStart
line:ffa4a8,и знаешь что,well guess what,,Original,KidDeerStart
line:db0c4a,я уже выросла!!,i'm older now!!,,Original,KidDeerStart
line:d21402,это было пять минут назад!,that was five minutes ago!,,DadDeer,KidDeerStart
line:9bb25d,да блин,ugh,,Original,KidDeerStart
line:4039dd,хештег худший папа на свете!!,hashtag worst dad ever!!,,Original,KidDeerStart
line:c84c06,давай без этого!,now hold on there!,,DadDeer,KidDeerStart
line:8c0c33,"мы покатаемся, но попозже",i'll take you out later,,DadDeer,KidDeerStart
line:fadf32,"попозже, то есть через\nмиллионы лет...",but later is a\nmillion years away...,,Original,KidDeerStart
line:b39d62,о горе мне...,oh woe is me...,,Original,KidDeerStart
line:46c240,мне никогда не покататься на лодке,i'll never get to ride the boat,,Original,KidDeerStart
line:ed5e58,*кхе-кхе*,*cough cough*,,Original,KidDeerStart
line:408710,почему мир так жесток?!,why must the world\nbe so cruel?!,,Original,KidDeerStart
line:388a4e,"привет, клэр",hey claire,,Original,DadDeerStart
line:df649e,как делишки?,how's it going?,,Original,DadDeerStart
line:dfb032,м-м,um,,Player,DadDeerStart
line:8b4495,нормально,i'm alright,,Player,DadDeerStart
line:e243fc,как ваш бизнес?,how's business?,,Player,DadDeerStart
line:43809e,тишина,quiet,,Original,DadDeerStart
line:5809db,хотя бы есть время почитать!,at least i'm getting some\ngood reading time in!,,Original,DadDeerStart
line:122de8,а моторную лодку ещё не забронировали?,is the motorboat booked today?,,Player,DadDeerStart
line:388aed,"нет, пока нет","nope, not yet",,Original,DadDeerStart
line:4c35a6,хочешь прокатиться?,you wanna take it for a spin?,,Original,DadDeerStart
line:b45743,аренда стоит 100 монет,the rental fee is 100 coins,,Original,DadDeerStart
line:82f28d,да!!,yes!!,Dialogue choice.,Player,DadDeerStart
line:67ba47,конечно я хочу прокатиться!,i DO wanna take it for a spin!,,Player,DadDeerStart
line:fe7c87,не вопрос!,sure thing!,,Original,DadDeerStart
line:277232,не-а,nah,Dialogue choice.,Player,DadDeerStart
line:676e79,может позже,maybe later,,Original,DadDeerStart
line:e40407,хорошо,alright,,Original,DadDeerStart
line:370405,буду ждать!,talk to you later!,,Original,DadDeerStart
line:5eb4ae,привет ещё раз,hello again,,Original,DadDeerStart
line:d5c3a6,что нового?,what's new?,,Original,DadDeerStart
line:ae3809,можно взять лодку?,can i rent the boat?,Dialogue choice.,Player,DadDeerStart
line:2b9c2a,конечно!,of course!,,Original,DadDeerStart
line:59d52b,всего 100 монет\nза весь день,it's just 100 coins\nfor the whole day,,Original,DadDeerStart
line:7e55d1,"да ничего, а у вас?","not much, you?",Dialogue choice.,Player,DadDeerStart
line:43cae9,,and...,,Original,DadDeerRent
line:9334cb,и... вот ключ!,here's the key!,,Original,DadDeerRent
line:66e44a,,oh,,Original,DadDeerRent
line:207ecf,"о, и кстати",and uh,,Original,DadDeerRent
line:2dffad,ты ведь читала технику безопасности\nи правила эксплуатации лодок?,you've read the provincial motorboating\nsafety and operations guide eh?,,Original,DadDeerRent
line:958f3a,эм,um,,Player,DadDeerRent
line:902ce4,да!,yeah!,Dialogue choice.,Player,DadDeerRent
line:703c5a,супер!,great!,,Original,DadDeerRent
line:e76b55,тогда хорошо тебе покататься!,"welp, have a good time out there!",,Original,DadDeerRent
line:ff9a51,...да?,...yeah?,Dialogue choice.,Player,DadDeerRent
line:7750eb,что ж...,well...,,Original,DadDeerRent
line:fcb8db,на всякий случай,just in case,,Original,DadDeerRent
line:7c2557,возьми мою книжку,you can borrow mine,,Original,DadDeerRent
line:f6dcbe,хорошо покататься!,have a good time out there!,,Original,DadDeerRent
line:1f2a55,хм,uh,,Player,DadDeerRent
line:e2fa37,мне немного не хватает,i'm a bit short on cash,,Player,DadDeerRent
line:2c8a89,скоро буду!,i'll come back later!,,Player,DadDeerRent
line:a96655,вот стою здесь,just standing here,,Original,DadDeerWhatUp
line:9ef62d,...,...,,Original,DadDeerWhatUp
line:b36f01,довольно неплохо,it's pretty good,,Original,DadDeerWhatUp
line:26b506,привет,hey,,Original,DadDeerRented
line:4f2175,"что у тебя, клэр?","what's up, claire?",,Original,DadDeerRented
line:74402b,С ЛОДКОЙ ЧТО-ТО НЕ ТО!,SOMETHING IS WRONG WITH THE BOAT,Dialogue choice.,Player,DadDeerRented
line:249dba,э-э,uh,,Original,DadDeerRented
line:16db2b,что?,what?,,Original,DadDeerRented
line:7c995c,ПРОСТИТЕ!,SORRY!,,Player,DadDeerRented
line:e80d92,эм,um,,Player,DadDeerRented
line:179ab1,там в моторе что-то стучит...,the engine's making a weird noise...,,Player,DadDeerRented
line:924f07,хм,hmm,,Original,DadDeerRented
line:ba347c,ладно,well,,Original,DadDeerRented
line:b3c873,давайте посмотрим,let's take a look at it,,Original,DadDeerRented
line:d87f95,"э-э, можете привязать лодку?","uhh, can you anchor the boat for me?",Dialogue choice.,Player,DadDeerRented
line:c9cf7f,ВСЁ ЗАМЕЧАТЕЛЬНО!,EVERYTHING'S FINE!,Dialogue choice.,Player,DadDeerRented
line:85db07,эм...,uh...,,Original,DadDeerRented
line:4779ab,рад слышать?,glad to hear it?,,Original,DadDeerRented
line:4f0f31,как дела?,what's up?,,Player,DadDeerRented
line:dc9c53,привет,hey,,Player,DadDeerRented
line:378b0c,"что такое, клэр?","what's up, claire?",,Player,DadDeerRented
line:e42e3b,можете привязать лодку?,can you anchor the boat for me?,Dialogue choice.,Player,DadDeerRented
line:a2fbb3,как книга?,how's the book?,Dialogue choice.,Player,DadDeerRented
line:bc08c1,да ничего!,nothing really!,Dialogue choice.,Player,DadDeerRented
line:b4bcf2,"да ничего, а у вас?","nothin' much, you?",Dialogue choice.,Player,DadDeerRented
line:12b632,просто пробегусь глазами...,i'll just skim through this...,,Player,BoatManualStart
line:4006dc,так...,so...,,Player,BoatManualStart
line:f0695c,"нажмите <color=red>{{InteractButton}}</color>, чтобы ускориться",press <color=red>{{InteractButton}}</color> to accelerate,,Player,BoatManualStart
line:01c3ac,<color=red>{{UseItemButton}}</color> — в обратную сторону,<color=red>{{UseItemButton}}</color> to reverse,,Player,BoatManualStart
line:eb4921,"<color=red>{{MenuButton}}</color>, чтобы вылезти",<color=red>{{MenuButton}}</color> to dismount,,Player,BoatManualStart
line:ed2749,"и <color=red>{{RunButton}}</color>, чтобы погудеть!",and <color=red>{{RunButton}}</color> to honk!,,Player,BoatManualStart
line:17d9b0,звучит довольно легко,sounds easy enough,,Player,BoatManualStart
line:7bba76,...,...,,Player,BoatManualStart
line:a9391c,тут есть ещё,it also says,,Player,BoatManualStart
line:04d1b4,"«если ваша лодка застряла вследствие\nнарушения техники безопасности,","""if your boat becomes stuck due\nto improper boating conduct,""",,Player,BoatManualStart
line:df5fa4,НЕ паникуйте!»,"""do NOT panic!""",,Player,BoatManualStart
line:782d29,"«Пусть вам будет неловко, переступите\nчерез свою гордость и попросите\nпомощи у ветерана водного спорта!»","""although you may feel embarrassed,\nswallow your pride and ask for help\nfrom a boating veteran!""",,Player,BoatManualStart
line:332024,неважно,eh,,Player,BoatManualStart
line:f4a974,со мной всё будет нормально,i should be fine,,Player,BoatManualStart
line:1ef4a0,"похоже, чтобы завестись,\nнужен ключ",looks like it needs\na key to start,,Original,NoBoatKeyStart
line:8e64b4,а поплыли со мной!,i could take you out!,Dialogue choice.,Player,OfferBoat
line:0961f2,ЧТО,WAIT,,Original,OfferBoat
line:7eb40f,ты серьёзно?!,are you for real?!,,Original,OfferBoat
line:139388,да!,yeah!,,Player,OfferBoat
line:178cbe,я взяла лодку!,i'm renting the boat now!,,Player,OfferBoat
line:58a1a9,о божечки!!,omigosh!!,,Original,OfferBoat
line:551c4e,"ПАП, Я ПОШЛА КАТАТЬСЯ С КЛЭР",DAD I'M GOING\nBOATING WITH CLAIRE,,Original,OfferBoat
line:bd1c6e,"нууу хорошо, веселитесь",oookay have fun,,DadDeer,OfferBoat
line:48f067,"КЛЭР, ТЫ ЛУЧШАЯ",CLAIRE YOU'RE THE BEST,,Original,OfferBoat
line:f64a4f,дай только собраться...,just let me get ready...,,Original,OfferBoat
line:56af4f,...скоро полегчает?,...feel better soon?,Dialogue choice.,Player,OfferBoat
line:af6312,*шмыг*,*sniff*,,Original,OfferBoat
line:d01b24,может когда-нибудь...,maybe somedaay...,,Original,OfferBoat
line:065de4,конечно,oh sure,,Original,DadDeerNeedHelp
line:f4ff7d,вернём её домой!,let's bring her home!,,Original,DadDeerNeedHelp
line:c5381a,она уже крепко привязана!,she's already anchored tight!,,Original,DadDeerNeedHelp
line:fbfa79,папа уговорил почитать его фантастику,my dad's got me reading\none of his fantasy novels,,Original,KidDeerChillStart
line:f7663f,поначалу было совсем бредово,it sounded kinda lame at first,,Original,KidDeerChillStart
line:71f814,он практически умолял\nменя читать дальше,he practically had to\nbeg me to read it,,Original,KidDeerChillStart
line:3c6b43,но знаешь,but you know,,Original,KidDeerChillStart
line:34394e,не так уж и плохо,it's not that bad,,Original,KidDeerChillStart
line:e81639,"что интересного, клэр?","what's new, claire?",,Original,KidDeerChillStart
line:c80bd3,пойдёшь ещё кататься?,you wanna go boating again?,Dialogue choice.,Player,KidDeerChillStart
line:29b3e1,"я думала, ты больше не позовёшь!",i thought you'd never ask!,,Original,KidDeerChillStart
line:395498,пока!,see ya!,Dialogue choice.,Player,KidDeerChillStart
line:64bfab,прощай навсегда!,wouldn't wanna be ya!,,Original,KidDeerChillStart
line:6c531c,шучу,jk,,Original,KidDeerChillStart
line:6e6195,приходи обязательно,you're cool,,Original,KidDeerChillStart
line:8d7d52,бывай,peace,,Original,KidDeerChillStart
line:dad4d7,мне вот что интересно...,so i was wondering...,,Original,KidBoatFastPlease
line:3b9b4a,да?,yeah?,,Player,KidBoatFastPlease
line:52bae3,мы можем плыть быстро?,can we go fast?,,Original,KidBoatFastPlease
line:52d037,типа,like,,Original,KidBoatFastPlease
line:301a90,РЕАЛЬНО быстро?,REALLY fast?,,Original,KidBoatFastPlease
line:4e379f,"так быстро, как только можно?",as fast as the boat will go?,,Original,KidBoatFastPlease
line:e0dbbd,я попытаюсь!,i'll try!,,Player,KidBoatFastPlease
line:dacc48,"зажми {{JumpButton}}, чтобы поднять обороты!",hold {{JumpButton}} to rev the engine!,,Player,KidBoatFastPlease
line:2447a4,"посмотрим, насколько\nэта штука быстрая!",let's see how fast\nthis thing can go!!,,Player,KidBoatFastPlease
line:a87539,вот ЭТО скорость!,now THAT'S speed!,,Original,KidBoatRequestChallenge
line:9d3033,папа меня никогда так не катал!,my dad never goes\nthat fast for me!,,Original,KidBoatRequestChallenge
line:ba1488,кстати...,which reminds me...,,Original,KidBoatRequestChallenge
line:eaea8e,я на днях придумала крутой\nчеллендж для моторки,a few days ago i came\nup with this sick\nboating challenge,,Original,KidBoatRequestChallenge
line:334cee,но папа даже не стал слушать!,but dad wouldn't even try it!,,Original,KidBoatRequestChallenge
line:b8d344,"может, ты попробуешь?",would you give it a try?,,Original,KidBoatRequestChallenge
line:f4fed1,почему нет?,why not?,Dialogue choice.,Player,KidBoatRequestChallenge
line:3dc436,если только позже,maybe later,Dialogue choice.,Player,KidBoatRequestChallenge
line:47be8c,оу,aw,,Original,KidBoatRequestChallenge
line:755c92,хорошо,okay,,Original,KidBoatRequestChallenge
line:b4399f,так что...,so...,,Original,KidBoatRequestChallenge
line:3f999a,м-м,um,,Original,KidBoatRequestChallenge
line:e3652a,попробуешь мой челлендж?,you wanna try my boating challenge?,,Original,KidBoatRequestChallenge
line:80c6ea,попробуем челлендж ещё раз?,you wanna try my\nboating challenge again?,,Original,KidBoatRequestChallenge
line:c12810,вперёд!,let's do it!,Dialogue choice.,Player,KidBoatRequestChallenge
line:b83e30,не сейчас,not now,Dialogue choice.,Player,KidBoatRequestChallenge
line:a64e7b,оу,aw,,Original,KidBoatRequestChallenge
line:8ea37b,ладно,okay,,Original,KidBoatRequestChallenge
line:eabb51,можно я тебя высажу?,can i drop you off?,Dialogue choice.,Player,KidBoatRequestChallenge
line:d00d5a,О ДАА!!,AW YES!!,,Original,StartBoatChallenge
line:55002d,"ТЫ СУПЕР, КЛЭР!!",YOU ROCK CLAIRE!!,,Original,StartBoatChallenge
line:aed3dd,мне нужно кое-что поставить,i gotta set some stuff up,,Original,StartBoatChallenge
line:ab39a2,сейчас вернусь!,i'll be right back!,,Original,StartBoatChallenge
line:ea4014,ооооооооо да!,awwwwwwww yeah!,,Original,StartBoatChallenge
line:c79efb,вперёд!,let's do it!,,Original,StartBoatChallenge
line:e24796,"итак, вот в чём суть!",so here's the sitch!,,Original,BeforeBoatRaceStart
line:0d551d,я расставила на воде\nкучу чекпоинтов,i set up a bunch of\ncheckpoints in the water,,Original,BeforeBoatRaceStart
line:a38f6c,их нужно пройти по порядку!,all you've got to do is\nhit them all in order!,,Original,BeforeBoatRaceStart
line:5c92db,если успеешь за 2 минуты,if you finish in under 2 minutes,,Original,BeforeBoatRaceStart
line:a00093,то ты выиграла!,then you win!,,Original,BeforeBoatRaceStart
line:b82644,окей,okay,,Player,BeforeBoatRaceStart
line:1423bf,"думаю, справлюсь!",i think i can do that!,,Player,BeforeBoatRaceStart
line:ea6bd1,приготовься!,get ready!,,Player,BeforeBoatRaceStart
line:d7b2d5,нам надо двигаться!,we've gotta get moving!,,Original,KidBoatRaceActive
line:4ef106,что такое?,what is it?,,Original,KidBoatRaceActive
line:d4c7e0,я хочу начать сначала,i wanna start over,Dialogue choice.,Player,KidBoatRaceActive
line:b4c94a,"хорошо, хорошо",fine fine,,Original,KidBoatRaceActive
line:0f388e,тогда возвращаемся,let's head back then,,Original,KidBoatRaceActive
line:8256ba,я сдаюсь,i give up,Dialogue choice.,Player,KidBoatRaceActive
line:4455c6,оу,aw,,Original,KidBoatRaceActive
line:ebefab,ладно,ok,,Original,KidBoatRaceActive
line:494ec0,да ничего,nothing really,Dialogue choice.,Player,KidBoatRaceActive
line:1d011e,мы теряем драгоценные секунды!!,we're wasting precious seconds!!,,Original,KidBoatRaceActive
line:f6f689,"клэр, слушай",hey claire,,Original,KidBoatRaceRunAway
line:ba27f5,неужели ты...,did you...,,Original,KidBoatRaceRunAway
line:4de3b8,...забыла про мой челлендж?,...forget about my challenge?,,Original,KidBoatRaceRunAway
line:f76fad,"я так удивилась, когда\nты спрыгнула с лодки",i was surprised when\nyou got off the boat,,Original,KidBoatRaceRunAway
line:bad460,прости!,sorry!,,Player,KidBoatRaceRunAway
line:9192d3,я просто отвлеклась!,i just got distracted!,,Player,KidBoatRaceRunAway
line:9a9206,во время челленджа нельзя\nвылезать из лодки!,you've gotta stay on the\nboat for the whole challenge!,,Player,KidBoatRaceRunAway
line:455f3f,прости!,sorry!,,Player,KidBoatRaceRunAway
line:a7e924,слушай,so uh,,Original,KidBoatAbandoned
line:523841,мне надоело просто\nсидеть в лодке,i got a little bored waiting\naround in the boat,,Original,KidBoatAbandoned
line:0abeee,так что я отогнала её обратно,so i drove it back here,,Original,KidBoatAbandoned
line:cf4776,м-м,um,,Original,KidBoatAbandoned
line:f9a15b,"не говори папе, ладно?","don't tell dad, ok?",,Original,KidBoatAbandoned
line:f1f691,я снова отогнала лодку!,i drove the boat home again!,,Original,KidBoatAbandoned
line:cfd474,вроде неплохо получается!,i think i'm pretty good at this!,,Original,KidBoatAbandoned
line:234b93,...,...,,Original,CrashedBoatStart
line:510557,ВАУ,WOAH,,Original,CrashedBoatStart
line:ab7e27,ладно,well,,Original,CrashedBoatStart
line:516f65,это было круто,that was awesome,,Original,CrashedBoatStart
line:e1315b,это было дико,that was crazy,,Player,CrashedBoatStart
line:a7bdf9,дико круто,crazy awesome,,Original,CrashedBoatStart
line:bd364d,"мне кажется,","is it just me,",,Player,BrokenBoatNoticedStart
line:a015df,или там что-то стучит?,or does something not sound right?,,Player,BrokenBoatNoticedStart
line:552dc8,...,...,,Original,BrokenBoatNoticedStart
line:0bb254,это мотор,it's the engine,,Original,BrokenBoatNoticedStart
line:31d5e4,всё плохо,that's not good,,Player,BrokenBoatNoticedStart
line:ec602f,не...,no...,,Original,BrokenBoatNoticedStart
line:35e776,всё нормально!,it's not!,,Original,BrokenBoatNoticedStart
line:a16c90,может,maybe,,Player,BrokenBoatNoticedStart
line:f18530,оно само пройдёт?,it will just go away?,,Player,BrokenBoatNoticedStart
line:7f6aec,не знаю,i don't know,,Original,BrokenBoatNoticedStart
line:8bb793,...,...,,Original,BrokenBoatNoticedStart
line:691082,стреляй,shoot,,Original,BrokenBoatNoticedStart
line:91d2be,СТРЕЛЯЙ!,SHOOT!,,Original,BrokenBoatNoticedStart
line:b44318,ЭТО Я ВИНОВАТА,THIS IS MY FAULT,,Original,BrokenBoatNoticedStart
line:30181e,Я СДЕЛАЛА ЭТОТ ТРАМПЛИН,I MADE THE RAMP,,Original,BrokenBoatNoticedStart
line:79bb42,да всё в порядке,it's alright,,Player,BrokenBoatNoticedStart
line:ead7e9,ЧТО ЕСЛИ ЛОДКА И ПРАВДА СЛОМАЛАСЬ,WHAT IF THE BOAT IS REALLY BROKEN,,Original,BrokenBoatNoticedStart
line:5280bc,А ЕСЛИ ОНА УТОНЕТ?!,WHAT IF IT SINKS!?,,Original,BrokenBoatNoticedStart
line:11fc99,да не бойся!,don't worry!,,Player,BrokenBoatNoticedStart
line:c200d5,А ЕСЛИ ОНА ВЗОРВЁТСЯ?!,WHAT IF IT EXPLODES!?,,Original,BrokenBoatNoticedStart
line:5aa153,не взорвётся!,it's not gonna explode!,,Player,BrokenBoatNoticedStart
line:103d20,но,but,,Player,BrokenBoatNoticedStart
line:c1eb7e,э-эм,uhh,,Player,BrokenBoatNoticedStart
line:dface3,надо попросить кого-нибудь посмотреть,we should probably have\nsomeone take a look,,Player,BrokenBoatNoticedStart
line:086b5f,"папа знает, как её чинить...",dad would know how to fix it...,,Original,BrokenBoatNoticedStart
line:554faa,но,but,,Original,BrokenBoatNoticedStart
line:e2d14e,он как бы сказал мне,he kinda told me,,Original,BrokenBoatNoticedStart
line:b28245,<color=#B7A288>не приближаться к трамплину...</color>,<color=#B7A288>not to use the ramp...</color>,,Original,BrokenBoatNoticedStart
line:26032d,оу,oh,,Player,BrokenBoatNoticedStart
line:63c3f3,он совсем во мне «разочаруется»,"he's gonna be all ""disappointed"" in me",,Original,BrokenBoatNoticedStart
line:63ba67,эххххххххх,ughhhhhhhhh,,Original,BrokenBoatNoticedStart
line:f2e661,"может, есть кто-то ещё?",maybe there's someone else around?,,Player,BrokenBoatNoticedStart
line:0abe4f,"кто разбирается, типа","that knows, like",,Player,BrokenBoatNoticedStart
line:754325,в теме лодок?,boat stuff?,,Player,BrokenBoatNoticedStart
line:39c03c,кто-то должен быть!!,there's gotta be someone!!,,Original,BrokenBoatNoticedStart
line:1a1215,ну как...,so...,,Player,DadFixedBoatStart
line:f8b5f0,получилось отремонтировать?,is it fixed?,,Player,DadFixedBoatStart
line:ebbd58,да,yeah,,Original,DadFixedBoatStart
line:88fe7c,одна лопасть немного погнулась,one of the props got a\nlittle bent out of shape,,Original,DadFixedBoatStart
line:a532a3,вы на бревно что ли напоролись?,you hit a log or somethin?,,Original,DadFixedBoatStart
line:64aa8f,ну...,well...,,Player,DadFixedBoatStart
line:a3f2ae,да!,yup!,,DeerKidBoat,DadFixedBoatStart
line:b663f4,бревно!,a log!,,DeerKidBoat,DadFixedBoatStart
line:d2cd54,обычное бревно!,classic log,,DeerKidBoat,DadFixedBoatStart
line:7f075b,ха,ha,,DeerKidBoat,DadFixedBoatStart
line:6636f3,...не совсем,...not exactly,,DeerKidBoat,DadFixedBoatStart
line:67ce9d,что ж,well,,Original,DadFixedBoatStart
line:3db378,просто в следующий раз\nбудьте осторожнее,just make sure you're\nmore careful next time,,Original,DadFixedBoatStart
line:9fbc55,договорились?,alright?,,Original,DadFixedBoatStart
line:a99050,да...,yeah...,,DeerKidBoat,DadFixedBoatStart
line:662d6e,мы постараемся,we will,,DeerKidBoat,DadFixedBoatStart
line:58fd6a,"спасибо, пап",thanks dad,,DeerKidBoat,DadFixedBoatStart
line:3f72cc,не за что!,no problem!,,Original,DadFixedBoatStart
line:1f3085,"да, конечно!","yeah, i will!",,Original,DadFixedBoatStart
line:4d1ca5,...иииии готово!,...aaaand that should be it!,,Original,DuckFixedBoatStart
line:acf92d,это всё?!,that's all!?,,Player,DuckFixedBoatStart
line:de2a61,это всё!,that's all!,,Original,DuckFixedBoatStart
line:7580e5,надо было всего лишь выгнуть\nлопасть в правильную форму,just bent a prop back into shape,,Original,DuckFixedBoatStart
line:0346f5,"теперь должна мурчать, как котёнок!",should be purring like a kitten now!,,Original,DuckFixedBoatStart
line:dc8639,О БОЖЕЧКИ СПАСИБО ТЕБЕ БОЛЬШОЕ!!,OMIGOSH THANK YOU SO MUCH!!,,DeerKidBoat,DuckFixedBoatStart
line:098ee1,я так боялась!!,i was so worried!!,,DeerKidBoat,DuckFixedBoatStart
line:836530,нет проблем!,no problemo!,,Original,DuckFixedBoatStart
line:7b6963,как это вообще произошло?,"how'd this happen, anyway?",,Original,DuckFixedBoatStart
line:8dc13c,м-м,uh,,DeerKidBoat,DuckFixedBoatStart
line:1bb085,мы типа,we kinda,,DeerKidBoat,DuckFixedBoatStart
line:98d131,слетели с трамплина,drove it off a ramp,,DeerKidBoat,DuckFixedBoatStart
line:5e5232,хе,heh,,Original,DuckFixedBoatStart
line:1c8f99,здорово,nice,,Original,DuckFixedBoatStart
line:7a82dc,правда эта лодка не рассчитана\nна такие трюки,"that boat's not really built\nfor that kinda action, though",,Original,DuckFixedBoatStart
line:160609,ха,huh,,DeerKidBoat,DuckFixedBoatStart
line:810552,интересно...,i wonder...,,DeerKidBoat,DuckFixedBoatStart
line:ff1a90,...можем ли мы СДЕЛАТЬ\nиз неё такую лодку?!,...could we MAKE it that kinda boat!?,,DeerKidBoat,DuckFixedBoatStart
line:c98240,хм!!,hmm!!,,Original,DuckFixedBoatStart
line:6cc9f6,хороший вопрос!,good question!,,Original,DuckFixedBoatStart
line:5d5645,э-э,uhh,,Player,DuckFixedBoatStart
line:b6aea4,мы лучше пойдём,i think we'd better get going,,Player,DuckFixedBoatStart
line:59d92c,хорошо,alrighty,,Original,DuckFixedBoatStart
line:ef1e2a,всё равно пойду\nдальше бездельничать,"i gotta get back to\nslacking off, anyway",,Original,DuckFixedBoatStart
line:60a587,спасибо ещё раз!,thanks again!,,Player,DuckFixedBoatStart
line:a2346b,эм,um,,Player,FishBuyerBrokenBoat
line:ed810d,мне просто интересно...,i was just curious...,,Player,FishBuyerBrokenBoat
line:a51dd6,ты случайно ничего не знаешь\nпро ремонт лодок?,but do you happen to know\nanything about boat repair?,,Player,FishBuyerBrokenBoat
line:12c5ef,хе,heh,,Original,FishBuyerBrokenBoat
line:7c72dc,конечно знаю!,i sure do!,,Original,FishBuyerBrokenBoat
line:fd9684,,now,,Original,FishBuyerBrokenBoat
