LineCode,LineText
ICoin,Монета
ISCoin,Монеты:
IDCoin,"Это деньги! Чем кошелёк
тяжелее, тем с ним легче."
ICompass,Компас
ISCompass,Компасы:
IDCompass,"Показывает, где север. Выбери,
чтобы достать или убрать."
IFish,Рыба
ISFish,Рыба:
IDFish,"Я сама её поймала!
И что с ней теперь делать?"
IFishEncyclopedia,Журнал рыбака
ISFishEncyclopedia,Журналы рыбака:
IDFishEncyclopedia,"Список рыбы, которую я уже
поймала или ещё поймаю."
IFishingRod,Удочка
ISFishingRod,Удочки:
IDFishingRod,"Нажми <color=red>{{UseItemButton}}</color>, чтобы закинуть. Когда поплавок
уйдёт под воду, жми <color=red>{{UseItemButton}}</color>, чтобы его вытащить!"
IGoldenFeather,Золотое перо
ISGoldenFeather,Золотые перья:
IDGoldenFeather,"Нажми <color=red>{{JumpButton}}</color> в полёте, чтобы взмахнуть крыльями.
Удерживай <color=red>{{JumpButton}}</color> у стены, чтобы карабкаться."
IGoldenFishingRod,Золотая удочка
ISGoldenFishingRod,Золотые удочки:
IDGoldenFishingRod,"Удочка, на вид сделана из золота.
Почему-то привлекает редкую рыбу."
IHeadband,Повязка на голову
ISHeadband,Повязки на голову:
IDHeadband,"Это повязка черепахи.
Выглядит спортивно."
IHighRes,Телефон
ISHighRes,Телефоны:
IDHighRes,"Без связи он бесполезен.
Даже игры не работают."
IKidHat,Бейсболка
ISKidHat,Бейсболки:
IDKidHat,"Подарок на память за
30 очков в палкаболе."
IMedal,Медаль
ISMedal,Медали:
IDMedal,"Очень самодельная на вид медаль. Даётся за
победу в тяжёлом соревновании по паркуру."
IParkHat,Шляпа природного парка
ISParkHat,Шляпы природного парка:
IDParkHat,"Стильная и практичная! На ней напечатано:
«Поддержим наши природные парки!»"
IPickaxe,Кирка
ISPickaxe,Кирки:
IDPickaxe,"Прочная кирка. Может
что-то разбить."
IRunningShoes,Кроссовки
ISRunningShoes,Пары кроссовок:
IDRunningShoes,"«Раскройте потенциал своей скорости!»
Зажми <color=red>{{RunButton}}</color>, чтобы бежать."
IShell,Ракушка
ISShell,Ракушки:
IDShell,"Блестит на солнце, но в
остальном ничего особенного."
IShellNecklace,Ожерелье из ракушек
ISShellNecklace,Ожерелья из ракушек:
IDShellNecklace,"Прекрасное ожерелье из ракушек.
Нужно передать его тёте Мэй."
IShovel,Лопата
ISShovel,Лопаты:
IDShovel,"Рядом что-то закопано?
Нажми <color=red>{{UseItemButton}}</color>, чтобы копнуть!"
ISilverFeather,Серебряное перо
ISSilverFeather,Серебряные перья:
IDSilverFeather,"Мягкое и лёгкое, как воздух. С ним
лазаешь быстрее и взлетаешь выше!"
IStick,Палка
ISStick,Палки:
IDStick,"Деревянная палка. Не знаю,
зачем я её подобрала."
ISunhat,Соломенная шляпка
ISSunhat,Соломенные шляпки:
IDSunhat,"Широкополая шляпа, спасает от солнца.
Такая стильная, ты не поверишь!"
IToast,Тост
ISToast,Тосты:
IDToast,"Ура, тост! Его даже немного
намазали маслом."
IToyShovel,Игрушечная лопатка
ISToyShovel,Игрушечные лопатки:
IDToyShovel,"Милая игрушечная лопатка!
Маловата для меня."
ITrash,Мусор
ISTrash,Мусор:
IDTrash,Кто-то безответственно бросил его...
ITreasureMap,Карта сокровищ
ISTreasureMap,Карты сокровищ:
IDTreasureMap,"Не карта, а сборник загадок..."
IWalkieTalkie,Рация
ISWalkieTalkie,Рации:
IDWalkieTalkie,"Древнее воплощение мобильника.
Можно поболтать с Эвери!"
IWatch,Наручные часы
ISWatch,Наручные часы:
IDWatch,"Тут есть цифровой и аналоговый циферблаты.
На обратной стороне — телефонный номер."
FBluegillFish,Синещёк
FIBluegillFish,"Один сорвался у меня в маленькой
бухте на южном краю острова."
FBrookTroutFish,Сёмга
FIBrookTroutFish,"Встречается в холодных
или глубоких синих водах."
FBurbotFish,Налим
FIBurbotFish,"Непоседа, предпочитает жить
в быстрых речных порогах."
FCarpFish,Сазан
FICarpFish,"Предпочитает тихие реки
и глубокие синие рифы."
FCatfishFish,Сом
FICatfishFish,Живёт только в проточных водоёмах.
FChinookSalmonFish,Лосось
FIChinookSalmonFish,"Его видел только у подножья
речных водопадов."
FCrayfishFish,Рак
FICrayfishFish,"Этот малютка живёт
в мелких водоёмах."
FNorthernPikeFish,Щука
FINorthernPikeFish,"Билл ловит щук постоянно.
Он знает хорошее место."
FPumpkinSeedFish,Солнечник
FIPumpkinSeedFish,"Видел его только в том
маленьком пруду с лилиями."
FRainbowTroutFish,Радужная форель
FIRainbowTroutFish,"Встречается в глубоких
синих водах."
FSpottedBrookTroutFish,Голец
FISpottedBrookTroutFish,"Часто вижу в тенистых синих водах,
но его вообще несложно найти."
FWhiteBassFish,Лаврак
FIWhiteBassFish,"Слёг с простудой в последний
раз, когда ходил за ним."
FWhitePerchFish,Белый окунь
FIWhitePerchFish,"Знаю, что предпочитает
тихие речные воды."
FYellowPerchFish,Жёлтый окунь
FIYellowPerchFish,"Встречается в заросшей
части Метеоритного озера."
AAllFeathers,С перьями навсегда
ADAllFeathers,Найти все перья.
AAllFish,Сегодня клюёт
ADAllFish,"Продать по каждому
виду рыбы."
AAllRaces,Паркур-мастер
ADAllRaces,"Выиграть во всех
соревнованиях по паркуру."
AAteToast,Хрустяще
ADAteToast,Съесть ломтик тоста.
ABeachstickballChamp,Запомни этот день навсегда
ADBeachstickballChamp,Получить памятную кепку.
AFinishedGame,Конец
ADFinishedGame,Хорошенько вздремнуть.
AReachedSummit,Ястребиный пик
ADReachedSummit,Взобраться на вершину горы.
ATenFeathers,Искатель перьев
ADTenFeathers,Собрать 10 золотых перьев.
a short hike,короткая прогулка
press2start,"нажмите {{ConfirmButton}}, чтобы начать"
options,настройки
continue,продолжить
quit,выйти
new game,новая игра
SAVE AND QUIT,СОХРАНИТЬ И ВЫЙТИ
OPTIONS,НАСТРОЙКИ
CONTINUE,ПРОДОЛЖИТЬ
graphics,графика
achievements,достижения
credits,авторы
headerIsMissing,Заголовок неправильный или отсутствует.
fileReadError,Ошибка при чтении файла.
audio,громкость
controls,управление
languages,языки
info,всякое
cheats,читы
master,общая
music,музыка
soundEffects,эффекты
ambience,окружение
borderlessWindowed,в окне без рамок
trueFullscreen,на весь экран
windowed,в окне
pixelSize,размер пикселя
imageQuality,качество
shadows,тени
vSync,верт. синхронизация
edgeOutlines,обводка контуров
colorCorrection,цветокоррекция
resolution,разрешение
enabled,вкл
disabled,выкл
displayFPS,счётчик fps
jitterFix,компенсация дрожания
targetFPS,желаемые fps
doubleBuffered,двойная буферизация
unlimited,неограничено
screen,режим
thirdPartyLicenses,сторонние лицензии
personalMessage,личное сообщение
version,версия
buildNumber,сборка
speedrunClock,секундомер для спидранов
neverMind,не надо
letsDoIt,вперёд
personalMessageInfo,"это ЛИЧНОЕ СООБЩЕНИЕ
только для ТЕБЯ!
да, именно для тебя
вот оно...
...
...
надеюсь, у тебя всё хорошо :)"
testInputBox,"нажмите ESC или <sprite name=""AButton"" tint=1>+СТАРТ, чтобы выйти"
press3times,нажмите кнопку трижды
open menu,открыть меню
jumpButton,"прыгнуть <color=#999>нажмите</color>
планировать <color=#999>зажмите</color>
взмахнуть крыльями <color=#999>полёт+<color=#F82>перо</color></color>
карабкаться <color=#999>зажмите у стены+<color=#F82>перо</color></color>"
itemButton,"использовать предмет <color=#999>если взят</color>
взять последний предмет</color>"
runButton,бежать <color=#999>зажмите+<color=#F82>перо</color>+<color=#C55>кроссовки</color></color>
interactButton,взаимодействовать <color=#999>с объектом</color>
credits1,"разработка
<color=#C11>adam robinson-yu</color>
<size=8>
</size>музыка
<color=#C11>mark sparling</color>"
credits2,"вклад в текст и арт
<color=#C11>dawn blair</color>
<size=8>
</size>дополнительный арт
<color=#C11>andrew wong</color>
<size=8>
</size>логотип
<color=#C11>david czarnowski</color>
<size=8>
</size>шрифт pixellari
<color=#C11>zacchary dempsey-plante</color>"
credits3,"особая благодарность
<color=#C11>john polson
humble bundle
hand eye society
stugan
laundry bear games</color>
<size=8>
</size>звуковые эффекты
<color=#C11>freesound.org
chiptone</color>"
credits4,"тестирование
<color=#C11>emma burkeitt
philip buchanan
tom mead
amy blair
caleb simpson
daphne ippolito
anda wang
christopher smith</color>"
created by,разработка
music by,музыка
art and writing contributions,вклад в арт и текст
special thanks,особая благодарность
playtesters,тестирование
pixellari font by,шрифт pixellari
made with,инструменты
thanks for playing!,спасибо за игру!
additional art,дополнительный арт
sound effects,звуковые эффекты
logo design,логотип
open1,релиз humble bundle
open2,"<color=#A9A998>автор</color>
adam robinson-yu"
open3,"<color=#A9A998>композитор</color>
mark sparling"
foundItemBefore,
foundItemAfter,
fishCatchBefore,на крючке
fishCatchAfter,
crustacean,ракообразное
fish,рыба
Albino,Альбинос
Actually,100%
Pink,Розовый
Golden,Золотистый
rock bottom,ниже некуда
meh,так себе
okay,сойдёт
good,хорошо
perfect,идеально
custom,своё
openNewWindow,"<sprite name=""Warning"" tint=1> откроется новое окно"
gamepad,геймпад
keyboard,клавиатура
rebindKeyboard,переназначить клавиши
resetKeyboardBindings,сбросить назначение клавиш
keyBindingsReset,назначение клавиш сброшено
advancedController,настройка контроллера
overwriteSaveFile,"<sprite name=""Warning"" tint=1> сохранение будет перезаписано"
continueText,продолжить
dontContinue,стоп!
USE,ИСП. ПРЕДМЕТ/НАЗАД
JUMP,ПРЫЖОК/ДЕЙСТВИЕ
UP,ВВЕРХ
DOWN,ВНИЗ
LEFT,ВЛЕВО
RIGHT,ВПРАВО
RUN,БЕГ
MENU,МЕНЮ
pressTheKey,нажмите клавишу <color=red>{0}</color>
youPickedKey,выбрано: <color=red>{0}</color>
noControllersDetected,Контроллер не найден
reenable,включить снова
unignore,не игнорировать
detectedDevices,обнаруженные устройства
ignoredDevices,игнорируемые устройства
disabledDeviceClasses,отключённые модели устройств
customize,настроить
testInputs,проверить управление
revertCustomizations,отменить настройки
ignore,игнорировать
disableDeviceClass,отключить модель устройства
changesAfterMenu,"Изменения вступят в силу
после выхода из меню."
EMPTY,ПУСТО
axis,Ось
button,Кнопка
start,Старт
quickMenu,Быстрое меню
run,Бег
useItemBack,Исп. предмет/Назад
jumpSelect,Прыжок/Выбор
typeButtonAndConfirm,введите имя кнопки и нажмите ENTER
typeName,ввести имя
selectIcon,выбрать иконку
unbind,отвязать
rename,переименовать
invert,инвертировать
configure,настроить
itemNameHighlight,{0}!
tinyFish,<color=#FFC0CB>Мелк.</color>
bigFish,<color=yellow>Крупн.</color>
minimum,минимальный
pixelsBig,крупный и хрустящий
pixelsMedium,средней прожарки
pixelsSmall,маленький и сочный
pixelsTiny,крошечный и острый
pixelsMicro,микроскопичный
radio avery,вызвать Эвери
read,читать
check,узнать время
eat,съесть
inspect,осмотреть
seeNotes,заметка
viewRecords,смотреть записи
hide,скрыть
show,показать
keepNotBait,не надо
startBait,приготовить наживку
keepBait,не надо
stopBait,убрать наживку
seeCollection,осмотреть улов
release,отпустить
takeOff,снять
wear,надеть
equip,взять
drop,бросить
stash,убрать
blocked,прохода нет
also,а ещё
ohTransition,ТОЧНО!
whatElse,"так, что ещё было..."
saving,сохранение
sellForBait,продать за наживку
sellForBaitPlural,продать за {0} наживки
sell,продать
move,двигаться
Left Stick X,Левый стик X
Left Stick Y,Левый стик Y
Right Stick X,Правый стик X
Right Stick Y,Правый стик Y
DPad Up,Крестовина вверх
DPad Down,Крестовина вниз
DPad Left,Крестовина влево
DPad Right,Крестовина вправо
french translation,французский перевод
spanish translation,испанский перевод
store requirements,"Windows 7 SP1+ (или новее)
Intel or AMD Dual Core at 2 GHz или лучше
Intel Graphics 4400 или лучше"
store description,"Гуляй, карабкайся и летай в парке «Ястребиный пик». Иди к самой вершине по высокогорью и туристическим тропам. Впереди — новые знакомства, сокровища и природные красоты.

[h2]Главные особенности[/h2]

[list][*]Никогда не знаешь, что ждёт за углом! Выбери свой путь и узнай, куда он приведёт.
[*]Никто никуда не торопит. Приходи спокойно посидеть с удочкой на берегу реки или поплескаться в озере.
[*]Если хочешь достичь новых высот, собирай сокровища. Но как их искать? Может, сигануть с обрыва и полетать над кронами деревьев?
[*]Отдыхающие часто помогают друг другу. Знакомься и общайся!
[*]А ещё слушай динамический саундтрек Марка Спарлинга. Музыка меняется ежеминутно в зависимости от того, чем ты занимаешься.[/list]"
store short description,"Гуляй, карабкайся и летай в природном парке «Ястребиный пик». Иди по высокогорью и туристическим тропам — к самой вершине."
credits5,"переводы
французский: <color=#C11>benoit esmein</color>
испанский: <color=#C11>lisandro johnston</color>
португальский: <color=#C11>marcos kiyoto, wilson regatieri</color>
японский: <color=#C11>kakehashi games, yoriko kuwahara, caitlin kojima</color>
<size=8>
</size>дополнительный перевод
<color=#C11>localize direct
one hour translation</color>"
the end,конец
inverted,(инв)
wiggleLeftRight,подвигайте стик влево-вправо до упора
wiggleUpDown,подвигайте стик вверх-вниз до упора
wiggleBackForth,подвигайте стик вперёд-назад до упора
fishTitleOrder,{0} {2} {1}
dismountPrompt,"{{MenuButton}}, чтобы вылезти"
line:3e3c75,"ладно, есть ещё одно правило"
line:e6c2eb,ещё?
line:706732,НИКАКИХ ЛОДОК НА ПОЛЕ!
line:2344d5,убери эту штуку отсюда!
line:129978,"ладно, есть ещё одно правило"
line:11199c,ещё?
line:c56917,НИКАКИХ ЛОДОК НА ПОЛЕ!
line:87ce07,убери эту штуку отсюда!
line:a07a76,ну
line:8fa496,вообще я хотела спросить о другом...
line:d5c01f,{{Transition}}
line:b2a142,я каталась на лодке и прыгнула с трамплина!!!
line:eb16f6,ЧЕГО?
line:57cf5f,прыгнула с трамплина!
line:a2e608,"понятно, только"
line:4f5037,ну
line:61048d,звучит не очень безопасно
line:ec0fb9,так это и не безопасно!
line:cbf1c5,КЛЭР!!!
line:47b664,ты СЕРЬЁЗНО?!
line:aa5358,взять и проплыть полдороги на лодке?
line:8e613b,вот это я понимаю спидран!
line:0aa571,"ха, спасибо!"
line:1491a8,"я боялась, ты скажешь, это жульничество!"
line:a12381,жульничество?!
line:112b26,с чего ты взяла?!
line:ea9ec6,хм
line:40d4b1,загляну-ка я в официальный\nсправочник по паркуру...
line:cc39c9,на всякий случай!
line:c8f95a,хм-м-м-м
line:8fffed,вот!
line:fab3d5,раздел 6.4...
line:e08d40,«Об использовании транспортных средств\nв соревнованиях по паркуру»
line:4f6498,...
line:179581,хм
line:da9a01,вот блин
line:c34403,«Использование моторизированных\nтранспортных средств запрещено\nво ВСЕХ соревнованиях по паркуру»
line:66255b,"«Возможны исключения\nдля электровелосипедов,\nсм. раздел 8.3»"
line:387257,ладно
line:852f84,"видимо, это всё-таки жульничество!"
line:5a580c,прости!
line:69cc47,"ничё, я сама виновата"
line:55d6ed,"если бы я могла, я бы\nразрешила лодки!"
line:2b40d2,но правила есть правила!
line:34e175,упс!
line:15deec,забыла
line:2ee729,у-у-ы-ы...
line:a71e28,ы-ы-ы-А-А-А...
line:e8cad6,эм
line:ba0be1,ты в порядке?
line:906e6c,нет...
line:43ca47,не в порядке!
line:465c91,Я УМИРАЮ!!!
line:5d9ab3,?!
line:27f266,...ОТ СКУКИ!!!
line:afdb39,оу
line:dc1d7a,*кхе-кхе*
line:5bd58a,это скукотный бронхит
line:822153,я могу...
line:016e51,как-то помочь?
line:267ad6,у меня была всего одна мечта —\nпокататься на лодке
line:849465,но не-е-ет
line:bb943d,«тебе нельзя»
line:d7811b,«вот станешь постарше...»
line:ffa4a8,и знаешь что
line:db0c4a,я уже постарше!!!
line:d21402,всего пять минут прошло!
line:9bb25d,да блин
line:4039dd,хештег худший папа на свете!!!
line:c84c06,давай без этого!
line:8c0c33,"мы покатаемся, но попозже"
line:fadf32,"попозже, то есть через\nмиллион лет..."
line:b39d62,о горе мне...
line:46c240,так никогда и не покатаюсь
line:ed5e58,*кхе-кхе*
line:408710,почему мир так жесток?!
line:388a4e,"привет, Клэр"
line:df649e,как дела?
line:dfb032,м-м
line:8b4495,нормально
line:e243fc,как ваш бизнес?
line:43809e,пока тихо
line:5809db,ну хоть могу спокойно почитать!
line:122de8,а моторную лодку ещё\nне забронировали?
line:388aed,"нет, пока нет"
line:4c35a6,хочешь прокатиться?
line:b45743,аренда стоит 100 монет
line:82f28d,да!!!
line:67ba47,конечно я хочу прокатиться!
line:fe7c87,не вопрос!
line:277232,не-а
line:676e79,может позже
line:e40407,хорошо
line:370405,буду ждать!
line:5eb4ae,привет ещё раз
line:d5c3a6,что нового?
line:ae3809,можно взять лодку напрокат?
line:2b9c2a,конечно!
line:59d52b,"100 монет, и катайся весь день"
line:7e55d1,"да ничего, а у вас?"
line:43cae9,и...
line:9334cb,вот твой ключ!
line:66e44a,о
line:207ecf,и кстати
line:2dffad,ты ведь читала брошюру\nпо технике безопасности\nи правилам использования\nмоторных лодок?
line:958f3a,эм
line:902ce4,да!
line:703c5a,супер!
line:e76b55,тогда хорошо тебе покататься!
line:ff9a51,...да?
line:7750eb,что ж...
line:fcb8db,на всякий случай
line:7c2557,возьми мою
line:f6dcbe,хорошо покататься!
line:1f2a55,опачки
line:e2fa37,мне немного не хватает
line:2c8a89,скоро буду!
line:a96655,да так... стою вот здесь
line:9ef62d,...
line:b36f01,довольно неплохо
line:26b506,привет
line:4f2175,"что у тебя, Клэр?"
line:74402b,С ЛОДКОЙ ЧТО-ТО НЕ ТО!
line:249dba,э-э-э
line:16db2b,что?
line:7c995c,ПРОСТИТЕ!
line:e80d92,эм
line:179ab1,там в моторе что-то стучит...
line:924f07,хм
line:ba347c,ладно
line:b3c873,давайте посмотрим
line:d87f95,"э, можете привязать лодку?"
line:c9cf7f,ВСЁ В ПОРЯДКЕ!
line:85db07,эм...
line:4779ab,рад слышать
line:4f0f31,как дела?
line:dc9c53,привет
line:378b0c,"что такое, Клэр?"
line:e42e3b,можете привязать лодку?
line:a2fbb3,как книга?
line:bc08c1,"ничего, всё окей!"
line:b4bcf2,"да ничего, а у вас?"
line:12b632,просто пробегусь по диагонали...
line:4006dc,так...
line:f0695c,"нажмите <color=red>{{InteractButton}}</color>, чтобы ускориться"
line:01c3ac,<color=red>{{UseItemButton}}</color> — обратный ход
line:eb4921,"<color=red>{{MenuButton}}</color>, чтобы вылезти"
line:ed2749,"и <color=red>{{RunButton}}</color>, чтобы погудеть!"
line:17d9b0,звучит достаточно просто
line:7bba76,...
line:a9391c,тут есть примечание 
line:04d1b4,"«если ваша лодка застряла вследствие\nнарушения техники безопасности,"
line:df5fa4,НЕ паникуйте!
line:782d29,"пусть вам будет неловко, переступите\nчерез свою гордость и попросите\nпомощи у ветерана водного спорта!»"
line:332024,пф
line:f4a974,что может пойти не так?
line:1ef4a0,"похоже, чтобы завестись,\nнужен ключ"
line:8e64b4,а поплыли со мной!
line:0961f2,ЧТО
line:7eb40f,ты серьёзно?!
line:139388,да!
line:178cbe,я взяла лодку!
line:58a1a9,божечки-кошечки!!!
line:551c4e,"ПАП, Я С КЛЭР, КАТАТЬСЯ"
line:bd1c6e,"ну-у-у хорошо, веселитесь"
line:48f067,"КЛЭР, ТЫ ЛУЧШАЯ"
line:f64a4f,дай только собраться...
line:56af4f,...скоро полегчает?
line:af6312,*шмыг*
line:d01b24,"может, когда-нибудь..."
line:065de4,конечно
line:f4ff7d,вернём её домой!
line:c5381a,она уже крепко привязана!
line:fbfa79,папа уговорил почитать его фэнтези
line:f7663f,в начале была совсем фигня
line:71f814,он чуть ли не умолял\nменя читать дальше
line:3c6b43,но знаешь
line:34394e,не так уж и плохо
line:e81639,"что интересного, Клэр?"
line:c80bd3,пойдёшь ещё кататься?
line:29b3e1,"мне уж показалось, ты\nбольше не позовёшь!"
line:395498,пока!
line:64bfab,прощай навсегда!
line:6c531c,шучу
line:6e6195,приходи обязательно
line:8d7d52,буду ждать
line:dad4d7,мне вот что интересно...
line:3b9b4a,да?
line:52bae3,а мы можем плыть быстрее?
line:52d037,типа
line:301a90,чтобы РЕАЛЬНО быстро?
line:4e379f,сколько лодка выжмет?
line:e0dbbd,ща попробуем!
line:dacc48,"зажми {{JumpButton}}, чтобы поднять обороты!"
line:2447a4,"посмотрим, насколько\nэта штука быстрая!"
line:a87539,вот ЭТО скорость!
line:9d3033,папа меня никогда так не катал!
line:ba1488,кстати...
line:eaea8e,на днях в голову пришёл крутой\nчеллендж для моторки
line:334cee,но папа даже не стал слушать!
line:b8d344,"может, ты попробуешь?"
line:f4fed1,испытание? а давай!
line:3dc436,"может, попозже"
line:47be8c,оу
line:755c92,хорошо
line:b4399f,так что...
line:3f999a,м-м-м
line:e3652a,попробуешь мой челлендж?
line:80c6ea,попробуем челлендж ещё раз?
line:c12810,вперёд!
line:b83e30,не сейчас
line:a64e7b,оу
line:8ea37b,ладно
line:eabb51,можно я тебя высажу?
line:d00d5a,О ДА-А!!!
line:55002d,"ТЫ СУПЕР, КЛЭР!!"
line:aed3dd,мне нужно кое-что поставить
line:ab39a2,сейчас вернусь!
line:ea4014,о-о-о-о-о да!
line:c79efb,вперёд!
line:e24796,"итак, вот в чём суть!"
line:0d551d,на воде сейчас\nкуча чекпоинтов
line:a38f6c,их нужно пройти по порядку!
line:5c92db,если успеешь за 2 минуты
line:a00093,то ты выиграла!
line:b82644,окей
line:1423bf,"думаю, справлюсь!"
line:ea6bd1,приготовься!
line:d7b2d5,не тормози!
line:4ef106,что?
line:d4c7e0,я хочу начать сначала
line:b4c94a,"хорошо, хорошо"
line:0f388e,тогда возвращаемся
line:8256ba,я сдаюсь
line:4455c6,оу
line:ebefab,ладно
line:494ec0,да ничего
line:1d011e,мы теряем драгоценные секунды!!!
line:f6f689,"Клэр, слушай"
line:ba27f5,неужели ты...
line:4de3b8,...забыла про мой челлендж?
line:f76fad,"сиганула с лодки, а у\nменя в голове только:\n«это чё щас было?»"
line:bad460,прости!
line:9192d3,я просто отвлеклась!
line:9a9206,"нельзя вылезать из лодки,\nпока у нас челлендж!"
line:455f3f,прости!
line:a7e924,слушай
line:523841,мне надоело просто\nсидеть в лодке
line:0abeee,пришлось отогнать её обратно
line:cf4776,м-м
line:f9a15b,"только папе не говори, ладно?"
line:f1f691,пришлось опять лодку отгонять!
line:cfd474,у меня неплохо получается!
line:234b93,...
line:510557,ВАУ
line:ab7e27,ладно
line:516f65,это было круто
line:e1315b,это было дико
line:a7bdf9,дико круто
line:bd364d,мне кажется
line:a015df,или там что-то стучит?
line:552dc8,...
line:0bb254,это мотор
line:31d5e4,что-то с ним не так
line:ec602f,да...
line:35e776,что-то случилось!
line:a16c90,может
line:f18530,оно само пройдёт?
line:7f6aec,не знаю
line:8bb793,...
line:691082,блин
line:91d2be,БЛИ-ИН!
line:b44318,ЭТО ВСЁ ИЗ-ЗА МЕНЯ
line:30181e,СДАЛСЯ МНЕ ЭТОТ ТРАМПЛИН
line:79bb42,да всё в порядке
line:ead7e9,А ЕСЛИ ЛОДКА И ПРАВДА СЛОМАЛАСЬ?
line:5280bc,А ЕСЛИ ОНА УТОНЕТ?!
line:11fc99,да не бойся ты!
line:c200d5,А ЕСЛИ ВЗОРВЁТСЯ?!
line:5aa153,не взорвётся!
line:103d20,но
line:c1eb7e,э-эм
line:dface3,надо попросить кого-нибудь посмотреть
line:086b5f,"папа знает, как её чинить..."
line:554faa,но
line:e2d14e,он меня типа предупредил
line:b28245,<color=#B7A288>даже не думай насчёт трамплина...</color>
line:26032d,оу
line:63c3f3,он теперь точно будет\nво мне «разочарован»
line:63ba67,у-у-у-у-у
line:f2e661,"может, есть кто-то ещё?"
line:0abe4f,кто разбирается в этих всяких...
line:754325,лодках
line:39c03c,наверняка кто-то есть!!!
line:1a1215,ну как...
line:f8b5f0,получилось отремонтировать?
line:ebbd58,да
line:88fe7c,одна лопасть немного погнулась
line:a532a3,"вы на бревно налетели, что ли?"
line:64aa8f,ну...
line:a3f2ae,да!
line:b663f4,бревно!
line:d2cd54,обычное бревно!
line:7f075b,ха
line:6636f3,...не совсем
line:67ce9d,что ж
line:3db378,просто в следующий раз\nбудьте осторожнее
line:9fbc55,договорились?
line:a99050,да...
line:662d6e,мы постараемся
line:58fd6a,"спасибо, пап"
line:3f72cc,не за что!
line:1f3085,"да, конечно!"
line:4d1ca5,...и-и-и готово!
line:acf92d,и всё?!
line:de2a61,и всё!
line:7580e5,надо было всего лишь\nвыправить лопасть
line:0346f5,"теперь должна мурчать, как котёнок!"
line:dc8639,О БОЖЕЧКИ СПАСИБО ВАМ БОЛЬШОЕ!!!
line:098ee1,"мне уж казалось — всё, приплыли!!!"
line:836530,рад помочь!
line:7b6963,но как вы умудрились\nвинт погнуть?
line:8dc13c,м-м-м
line:1bb085,мы типа
line:98d131,испытали трамплин
line:5e5232,хе
line:1c8f99,здорово
line:7a82dc,"правда, эта лодка на такие\nтрюки не рассчитана"
line:160609,ха
line:810552,интересно...
line:ff1a90,...можем ли мы ПРЕВРАТИТЬ\nеё в такую лодку?!
line:c98240,хм!!!
line:6cc9f6,хороший вопрос!
line:5d5645,э-э-э
line:b6aea4,мы лучше пойдём
line:59d92c,хорошо
line:ef1e2a,"значит, пора опять бездельничать"
line:60a587,спасибо ещё раз!
line:a2346b,эм
line:ed810d,просто интересно...
line:a51dd6,ты случайно ничего не знаешь\nпро ремонт лодок?
line:12c5ef,хе
line:7c72dc,конечно знаю!
line:fd9684,
line:0abcfc,тут не буду скромничать
line:b37395,что касается лодок...
line:eb8dca,я знаю их ОТ и ДО
line:28267f,от носа до кормы
line:8cc70e,от борта до борта
line:3be7b3,да всё знаю!
line:83350a,а к чему вопрос?
line:e87663,ну
line:ac7842,наша лодка издаёт странные звуки...
line:9ba3c2,о да
line:e1455f,лодки вообще любят тарахтеть
line:28894b,они жутко болтливые\nдля куска металла!
line:28a2b7,"как понимаю, вы хотите,\nчтоб я глянул вашу лодку?"
line:b71cce,если ты не против!
line:e63629,само собой!
line:07e4c1,"давайте глянем, что можно сделать"
line:4b3f03,эм-м-м
line:c3309c,не заводится!
line:89b64c,ЧТО?!
line:288afe,"ладно, сейчас вроде нормально"
line:6712de,ФУХ
line:8f7b2a,ха
line:d2a8d6,паника отменяется!
line:c1da40,...
line:966e00,ты в порядке?
line:532001,да
line:ef0c37,"я до сих пор, типа..."
line:14db5d,«вау»
line:611289,«это было мощно»
line:ef052c,точно ведь ничего не взорвётся?
line:64710a,однозначно нет
line:709f41,окей...
line:fef686,ну
line:902ab8,раз этот кошмар кончился...
line:10f389,"может, ты"
line:e55d9c,хочешь
line:72c468,...ещё раз попробовать\nмой челлендж?
line:f46919,эм
line:edbbcd,в этот раз без трамплинов!
line:da1e55,ВООБЩЕ БЕЗ!
line:fdd047,просто старые добрые\nбезтрамплиновые покатушки?!
line:16a42d,повторим мой челлендж?
line:1d09fe,если всё-таки захочешь\nпопробовать ещё раз
line:d12633,я буду в восторге!
line:7c10e6,ну хорошо!
line:8e2559,"может, позже?"
line:38015b,справедливо
line:313674,можно я тебя высажу?
line:7a6f5e,"хорошо, как скажешь"
line:9a4faa,"не дуйся, Клэр!"
line:a24209,оу
line:e1ed39,конечно
line:890fa3,извини
line:53e7de,мне надо кое-что сделать
line:9683a6,всё нормально
line:7b41d2,было весело!
line:e0cabf,"слушай, насчёт прошлого раза..."
line:29b389,давай добавим ещё одно правило
line:91b87e,про безопасное вождение
line:39a70d,окей
line:4cdb7c,"за каждый раз, когда ты бьёшься\nо камень или что-то такое"
line:6e59ad,тебе добавляются штрафные 10 секунд
line:8763d9,идёт?
line:bd7315,идёт!
line:3732b7,я справлюсь!
line:70a61e,твой рекорд — {{BoatRaceBestTimeText}} сек
line:2992c5,сможешь лучше?
line:9877ff,постараюсь!
line:a62945,"повтори, что нужно\nдля победы?"
line:00d88c,уложись в две минуты!
line:952058,и не бейся обо всё подряд!
line:56d5e9,поняла
line:d574cf,и-и-и финиш!
